fitsfile,center_ra,center_dec,radius,overlaps
P142+42_mosaic-blanked.fits,142.9014391379453,42.02061666530155,0.6646875000000001,P141+45_mosaic-blanked.fits;P141+47_mosaic-blanked.fits;P145+45_mosaic-blanked.fits;P145+47_mosaic-blanked.fits;P146+42_mosaic-blanked.fits
P233+48_mosaic-blanked.fits,233.00538292713227,47.527916665011695,0.7510937500000001,P229+45_mosaic-blanked.fits;P229+48_mosaic-blanked.fits;P231+50_mosaic-blanked.fits;P231+53_mosaic-blanked.fits;P232+45_mosaic-blanked.fits;P233+43_mosaic-blanked.fits;P235+50_mosaic-blanked.fits;P236+45_mosaic-blanked.fits;P236+48_mosaic-blanked.fits;P236+53_mosaic-blanked.fits
P191+42_mosaic-blanked.fits,191.79143682942828,42.28061666528906,0.8281250000000002,P188+42_mosaic-blanked.fits;P195+42_mosaic-blanked.fits;P24Hetdex20_mosaic-blanked.fits;P27Hetdex09_mosaic-blanked.fits;P31Hetdex19_mosaic-blanked.fits;P32Hetdex08_mosaic-blanked.fits;P8Hetdex28_mosaic-blanked.fits
P164+55_mosaic-blanked.fits,164.63227920311414,54.68551666452807,0.7484375000000002,P159+52_mosaic-blanked.fits;P160+55_mosaic-blanked.fits;P160+57_mosaic-blanked.fits;P165+57_mosaic-blanked.fits;P166+60_mosaic-blanked.fits;P169+55_mosaic-blanked.fits;P4Hetdex16_mosaic-blanked.fits;P6_mosaic-blanked.fits;P8Hetdex_mosaic-blanked.fits
P210+52_mosaic-blanked.fits,210.6833167955232,52.419816664697954,0.7392187500000001,P206+50_mosaic-blanked.fits;P206+52_mosaic-blanked.fits;P208+57_mosaic-blanked.fits;P209+55_mosaic-blanked.fits;P210+47_mosaic-blanked.fits;P211+50_mosaic-blanked.fits;P213+57_mosaic-blanked.fits;P214+52_mosaic-blanked.fits;P214+55_mosaic-blanked.fits;P215+50_mosaic-blanked.fits
P35Hetdex10_mosaic-blanked.fits,198.0123833361637,47.493116665013716,0.6179687500000001,P198+42_mosaic-blanked.fits;P31Hetdex19_mosaic-blanked.fits;P32Hetdex08_mosaic-blanked.fits;P34Hetdex06_mosaic-blanked.fits;P36Hetdex10_mosaic-blanked.fits;P37Hetdex15_mosaic-blanked.fits;P38Hetdex07_mosaic-blanked.fits;P39Hetdex19_mosaic-blanked.fits
P024+39_mosaic-blanked.fits,24.12266637272042,38.664316665454464,0.6704687500000002,P022+34_mosaic-blanked.fits;P022+36_mosaic-blanked.fits;P026+34_mosaic-blanked.fits
P243+45_mosaic-blanked.fits,243.86540987631378,45.084216665147174,0.7164062500000001,P240+43_mosaic-blanked.fits;P240+45_mosaic-blanked.fits;P240+48_mosaic-blanked.fits;P243+50_mosaic-blanked.fits;P244+48_mosaic-blanked.fits
P6_mosaic-blanked.fits,166.19435514997255,49.748416664877155,0.5909375000000001,P10Hetdex_mosaic-blanked.fits;P164+55_mosaic-blanked.fits;P2Hetdex01_mosaic-blanked.fits;P3Hetdex16_mosaic-blanked.fits;P4Hetdex16_mosaic-blanked.fits;P5Hetdex_mosaic-blanked.fits;P7Hetdex11_mosaic-blanked.fits;P8Hetdex_mosaic-blanked.fits
P210+47_mosaic-blanked.fits,210.0273844547036,47.397616665019235,0.6896875000000001,P1Hetdex15_mosaic-blanked.fits;P206+50_mosaic-blanked.fits;P207+45_mosaic-blanked.fits;P209+42_mosaic-blanked.fits;P210+45_mosaic-blanked.fits;P210+52_mosaic-blanked.fits;P211+50_mosaic-blanked.fits;P213+47_mosaic-blanked.fits;P214+45_mosaic-blanked.fits;P215+50_mosaic-blanked.fits
P241+55_mosaic-blanked.fits,241.17127165060774,55.105316664494495,0.7185937500000001,P236+53_mosaic-blanked.fits;P236+55_mosaic-blanked.fits;P237+58_mosaic-blanked.fits;P239+50_mosaic-blanked.fits;P240+53_mosaic-blanked.fits;P241+58_mosaic-blanked.fits;P243+50_mosaic-blanked.fits;P244+53_mosaic-blanked.fits;P245+55_mosaic-blanked.fits
P142+50_mosaic-blanked.fits,142.91335778078886,49.5494166648897,0.7737500000000002,P141+45_mosaic-blanked.fits;P141+47_mosaic-blanked.fits;P142+55_mosaic-blanked.fits;P143+52_mosaic-blanked.fits;P145+45_mosaic-blanked.fits;P145+47_mosaic-blanked.fits;P146+50_mosaic-blanked.fits;P147+52_mosaic-blanked.fits
P15Hetdex13_mosaic-blanked.fits,176.8003833361637,47.493116665013716,0.6179687500000001,P11Hetdex12_mosaic-blanked.fits;P13Hetdex12_mosaic-blanked.fits;P14Hetdex04_mosaic-blanked.fits;P16Hetdex13_mosaic-blanked.fits;P177+42_mosaic-blanked.fits;P17_mosaic-blanked.fits;P18Hetdex03_mosaic-blanked.fits;P19Hetdex17_mosaic-blanked.fits
P14Hetdex04_mosaic-blanked.fits,174.67935514997257,49.748416664877155,0.5909375000000001,P10Hetdex_mosaic-blanked.fits;P11Hetdex12_mosaic-blanked.fits;P12Hetdex11_mosaic-blanked.fits;P13Hetdex12_mosaic-blanked.fits;P15Hetdex13_mosaic-blanked.fits;P16Hetdex13_mosaic-blanked.fits;P173+55_mosaic-blanked.fits;P18Hetdex03_mosaic-blanked.fits
P170+42_mosaic-blanked.fits,170.81443780894813,42.17071666529434,0.8051562500000001,P11Hetdex12_mosaic-blanked.fits;P13Hetdex12_mosaic-blanked.fits;P167+42_mosaic-blanked.fits;P174+42_mosaic-blanked.fits;P5Hetdex_mosaic-blanked.fits;P9Hetdex01_mosaic-blanked.fits
P169+55_mosaic-blanked.fits,169.11327878371452,54.7091166645262,0.7239062500000002,P10Hetdex_mosaic-blanked.fits;P12Hetdex11_mosaic-blanked.fits;P164+55_mosaic-blanked.fits;P165+57_mosaic-blanked.fits;P169+57_mosaic-blanked.fits;P171+60_mosaic-blanked.fits;P173+55_mosaic-blanked.fits;P4Hetdex16_mosaic-blanked.fits;P8Hetdex_mosaic-blanked.fits
P205+55_mosaic-blanked.fits,205.05427539382984,54.898616664511124,0.6978125000000002,P200+55_mosaic-blanked.fits;P202+60_mosaic-blanked.fits;P203+57_mosaic-blanked.fits;P206+50_mosaic-blanked.fits;P206+52_mosaic-blanked.fits;P207+60_mosaic-blanked.fits;P208+57_mosaic-blanked.fits;P209+55_mosaic-blanked.fits;P42Hetdex07_mosaic-blanked.fits;P5Hetdex41_mosaic-blanked.fits
P227+55_mosaic-blanked.fits,227.6052731231992,55.02431666450102,0.7862500000000001,P222+58_mosaic-blanked.fits;P223+52_mosaic-blanked.fits;P223+55_mosaic-blanked.fits;P227+50_mosaic-blanked.fits;P227+53_mosaic-blanked.fits;P227+58_mosaic-blanked.fits;P228+60_mosaic-blanked.fits;P231+53_mosaic-blanked.fits;P232+55_mosaic-blanked.fits;P232+58_mosaic-blanked.fits
P193+57_mosaic-blanked.fits,193.8222277362237,57.34771666430244,0.6573437500000001,P189+57_mosaic-blanked.fits;P191+55_mosaic-blanked.fits;P191+60_mosaic-blanked.fits;P196+55_mosaic-blanked.fits;P197+60_mosaic-blanked.fits;P198+57_mosaic-blanked.fits;P33Hetdex08_mosaic-blanked.fits
P184+42_mosaic-blanked.fits,184.7954371571388,42.243916665290804,0.7800000000000002,P181+42_mosaic-blanked.fits;P188+42_mosaic-blanked.fits;P20Hetdex17_mosaic-blanked.fits;P23Hetdex20_mosaic-blanked.fits;P24Hetdex20_mosaic-blanked.fits
P221+47_mosaic-blanked.fits,221.50938370808902,47.46141666501555,0.7321875000000001,P217+47_mosaic-blanked.fits;P218+45_mosaic-blanked.fits;P219+42_mosaic-blanked.fits;P219+50_mosaic-blanked.fits;P219+52_mosaic-blanked.fits;P221+45_mosaic-blanked.fits;P223+42_mosaic-blanked.fits;P223+50_mosaic-blanked.fits;P223+52_mosaic-blanked.fits;P225+45_mosaic-blanked.fits;P225+47_mosaic-blanked.fits
P178+55_mosaic-blanked.fits,178.08427794664874,54.75611666452247,0.6829687500000001,P16Hetdex13_mosaic-blanked.fits;P173+55_mosaic-blanked.fits;P174+57_mosaic-blanked.fits;P176+60_mosaic-blanked.fits;P179+57_mosaic-blanked.fits;P182+55_mosaic-blanked.fits;P18Hetdex03_mosaic-blanked.fits;P21_mosaic-blanked.fits
P160+57_mosaic-blanked.fits,160.30423141684503,57.17171666431836,0.7484375000000002,P155+55_mosaic-blanked.fits;P155+57_mosaic-blanked.fits;P155+60_mosaic-blanked.fits;P159+52_mosaic-blanked.fits;P160+55_mosaic-blanked.fits;P161+60_mosaic-blanked.fits;P164+55_mosaic-blanked.fits;P165+57_mosaic-blanked.fits
P223+52_mosaic-blanked.fits,223.43031568997085,52.4910166646929,0.8043750000000002,P218+55_mosaic-blanked.fits;P219+50_mosaic-blanked.fits;P219+52_mosaic-blanked.fits;P221+47_mosaic-blanked.fits;P222+58_mosaic-blanked.fits;P223+50_mosaic-blanked.fits;P223+55_mosaic-blanked.fits;P225+47_mosaic-blanked.fits;P227+50_mosaic-blanked.fits;P227+53_mosaic-blanked.fits;P227+55_mosaic-blanked.fits
P227+50_mosaic-blanked.fits,227.10935174375882,50.00281666486096,0.7307812500000002,P223+50_mosaic-blanked.fits;P223+52_mosaic-blanked.fits;P225+45_mosaic-blanked.fits;P225+47_mosaic-blanked.fits;P227+53_mosaic-blanked.fits;P227+55_mosaic-blanked.fits;P229+45_mosaic-blanked.fits;P229+48_mosaic-blanked.fits;P231+50_mosaic-blanked.fits;P231+53_mosaic-blanked.fits
P145+45_mosaic-blanked.fits,145.33541537844445,44.54401666517557,0.7767187500000001,P141+45_mosaic-blanked.fits;P141+47_mosaic-blanked.fits;P142+42_mosaic-blanked.fits;P142+50_mosaic-blanked.fits;P145+47_mosaic-blanked.fits;P146+42_mosaic-blanked.fits;P146+50_mosaic-blanked.fits;P148+45_mosaic-blanked.fits;P149+42_mosaic-blanked.fits;P149+47_mosaic-blanked.fits
P012+36_mosaic-blanked.fits,12.941884592234738,36.0580166655636,0.6973437500000002,P016+34_mosaic-blanked.fits;P017+39_mosaic-blanked.fits
P037+39_mosaic-blanked.fits,37.39506553351368,38.77661666544959,0.6440625000000001,P034+39_mosaic-blanked.fits;P035+34_mosaic-blanked.fits
P146+42_mosaic-blanked.fits,146.3894389676293,42.03991666530063,0.6779687500000001,P141+45_mosaic-blanked.fits;P142+42_mosaic-blanked.fits;P145+45_mosaic-blanked.fits;P145+47_mosaic-blanked.fits;P148+45_mosaic-blanked.fits;P149+42_mosaic-blanked.fits;P149+47_mosaic-blanked.fits
P207+45_mosaic-blanked.fits,207.26941204801636,44.87281666515836,0.6826562500000002,P1Hetdex15_mosaic-blanked.fits;P202+42_mosaic-blanked.fits;P205+42_mosaic-blanked.fits;P206+50_mosaic-blanked.fits;P209+42_mosaic-blanked.fits;P210+45_mosaic-blanked.fits;P210+47_mosaic-blanked.fits;P40Hetdex19_mosaic-blanked.fits
P223+55_mosaic-blanked.fits,223.0892735943138,54.998316664503115,0.7931250000000001,P217+57_mosaic-blanked.fits;P218+55_mosaic-blanked.fits;P219+52_mosaic-blanked.fits;P222+58_mosaic-blanked.fits;P222+60_mosaic-blanked.fits;P223+50_mosaic-blanked.fits;P223+52_mosaic-blanked.fits;P227+53_mosaic-blanked.fits;P227+55_mosaic-blanked.fits;P227+58_mosaic-blanked.fits
P9Hetdex01_mosaic-blanked.fits,170.43640729147532,45.332816665133954,0.8398437500000002,P10Hetdex_mosaic-blanked.fits;P11Hetdex12_mosaic-blanked.fits;P13Hetdex12_mosaic-blanked.fits;P167+42_mosaic-blanked.fits;P170+42_mosaic-blanked.fits;P174+42_mosaic-blanked.fits;P5Hetdex_mosaic-blanked.fits;P7Hetdex11_mosaic-blanked.fits
P034+39_mosaic-blanked.fits,34.07506574169726,38.74881666545079,0.6360937500000001,P030+39_mosaic-blanked.fits;P035+34_mosaic-blanked.fits;P037+39_mosaic-blanked.fits
