label,total_pixels,x_pixels,y_pixels,integrated_intensity,brightest_pixel,brightest_pixel_x,brightest_pixel_y,brightest_pixel_RA,brightest_pixel_DEC,center_of_mass_x,center_of_mass_y,center_of_mass_RA,center_of_mass_DEC,center_of_gaus_fit_x,center_of_gaus_fit_y,center_of_gaus_fit_RA,center_of_gaus_fit_DEC,fit_x_axis,fit_y_axis,fit_theta,deconv_x,deconv_y,integrated_intensity_fit,ratio_residual,mosaic,comp
P218+45_2608,19,4,6,0.29212328175492586,0.0005530002469487144,3119,2171,219.13831784709242,43.881800078426906,3120.9532436928753,2169.229162133849,219.13717750425857,43.88107122848274,3121.0419665910017,2168.994332438384,219.1371247303053,43.88097378434797,2.0454969156906504,1.41020653130277,6.7114986876740845,2.683531629760173,0.0,0.2966966512988747,0.08025957901174277,P218+45,2608
P219+42_6256,16,4,5,0.23151563706864275,0.0005231027752641716,5760,6063,218.83857791116768,43.2688336674642,5759.935137931982,6062.600755020717,218.8386177101005,43.268667621321896,5759.880422175783,6062.703877951451,218.83864832748947,43.268710854380686,1.4843108807040184,1.3318340995409994,0.03828301179342286,0.0,0.0,0.2360885198969003,0.08942221638322621,P219+42,6256
P218+45_3283,75,13,22,0.9984186921883996,0.00041134005581947036,3628,694,218.8378519018972,43.26820721330082,3632.1693615035792,690.3367365239801,218.83545097554745,43.26669318204571,3630.777961798556,689.6449085623049,218.83624429134187,43.2664004960274,10.877731519756882,1.170638375697726,0.44210106894298107,25.300856895546268,0.0,1.0328603638104936,0.20043744060374785,P218+45,3283
P219+42_7369,61,13,14,0.9015040467919924,0.0005892287251532777,6985,6253,218.13543145855164,43.33998664449198,6981.6139640721885,6250.273789722635,218.13740286636158,43.33887878557577,6985.610004918608,6254.232396182233,218.13506772237716,43.340495060873394,1.2595670692565415,14.0,-16.523525775319555,0.0,32.72391753928607,0.9101464912484604,0.2313026760422333,P219+42,7369
P218+45_4962,40,7,8,0.74210982287838,0.000758253156014085,4856,864,218.13503296038104,43.340668676380474,4857.734532641188,863.6848311767378,218.13403944964452,43.34053642785206,4857.799938357653,863.6401813263278,218.13400200871843,43.34051778330932,2.935012518168924,1.5792501836071575,0.17622515430262695,5.6362943181968275,0.0,0.7548696885538403,0.10541800057011386,P218+45,4962
P219+42_7404,43,7,17,0.5189527767165162,0.0004200507448239922,7019,6317,218.1152031819106,43.36636857220036,7021.87782223378,6319.292252978098,218.11352683251576,43.3672995187165,7021.0,6319.457362764864,218.11402804431614,43.367375660149214,7.0,1.4076452345631518,-0.3039501400685364,15.991050458912904,0.0,0.5000429939406157,0.4420777458419782,P219+42,7404
P218+45_5022,81,10,11,1.917049966254992,0.0012886153925292384,4891,926,218.11493097072318,43.366492380682004,4892.200844876646,925.0088001575368,218.11424351502723,43.366078496106574,4892.210587463841,924.8125042164256,218.11423809128837,43.365996669674566,2.9754111357145057,2.2212445642755307,-0.8722932691070836,5.7525517806258994,3.3703861812270937,1.950029104800841,0.06028560948598634,P218+45,5022
P219+42_348,35,7,7,0.6318430085556892,0.0008375707049313162,615,5973,221.78152483579208,43.218950331135304,615.0516842419138,5972.7473126802515,221.7814918956749,43.218845560883466,615.0256200668498,5972.668224114941,221.7815057384668,43.218812362227105,1.6342635633806173,1.9068409193177636,-0.3732459379902717,0.0,2.04022050339388,0.6499475908736275,0.07272582009433813,P219+42,348
P221+45_6037,172,14,15,6.5196303273757445,0.0024103911239941552,4987,635,221.78179281829867,43.219331696658315,4988.670206342948,633.4368631645077,221.780839029984,43.218679150006864,4988.8593688224655,633.4506485623914,221.7807308642571,43.21868478938128,3.3844289903043188,3.2192190966674348,0.2879194737955791,6.89321814842041,6.439466934665479,6.641568871971624,0.038131558235306465,P221+45,6037
P219+42_1194,27,8,7,0.326748245248816,0.00037475389372275354,1575,6876,221.2413837962294,43.603151204151786,1572.1978813646924,6874.321216880085,221.24297961971004,43.60243210648365,1571.702399270984,6873.462576315142,221.24325625671239,43.60207085555921,1.0759818010861641,7.0,2.6719770678503005,0.0,15.991050458912904,0.33546672300161184,0.1798009639291494,P219+42,1194
P221+45_7836,575,33,27,19.341420569547434,0.0044223651510663904,5925,1560,221.2413604900851,43.6030574123,5923.045994124336,1560.349357393803,221.24248325556587,43.60320953223444,5923.6470557385055,1559.2647117390688,221.2421422796011,43.602755481203396,3.6524551254648263,7.448197063166589,-0.4445954453448789,7.614134415991084,17.076951274387536,18.035045175498247,0.1976647506775171,P221+45,7836
P214+55_1455,26,7,8,0.3084564720371453,0.00039379647447370736,1774,6266,216.11354387211532,55.6475187425765,1776.9207814069412,6263.161728765012,216.11132590801967,55.64637211929249,1777.651633831675,6262.661556658145,216.11077550593274,55.64617268248719,1.3482089159190256,2.7942060371771533,0.6089312705864207,0.0,5.224409768134838,0.3034654124416293,0.20594221196629314,P214+55,1455
P217+57_10549,36,7,7,0.42526228648264,0.0004962742756643303,7457,726,216.113723704792,55.647386706996144,7456.234540108469,726.3925249919797,216.11428150453202,55.64755850729536,7456.110788034803,726.7136941465643,216.11436688478585,55.64769368091989,1.7207003047327063,2.4054243305439416,0.3951884936689263,0.6466948827996563,4.010581484000337,0.43405418528921597,0.11031191661834322,P217+57,10549
P214+55_3898,52,8,8,1.2672384266501209,0.0014726279463906909,3574,7713,214.7955417701553,56.26531052013257,3574.582569295884,7712.61946265203,214.79510167461385,56.26515445627078,3574.6262736444746,7712.5691444838985,214.7950684861396,56.26513367545706,1.9101344280208528,1.794524615069012,0.7350072897873218,2.0572334499097376,1.3628052069089536,1.2863835907172383,0.03331187348827567,P214+55,3898
P217+57_12663,159,15,14,14.836837987433832,0.011424631793267541,9174,2269,214.79618038292315,56.26479292063622,9173.309334511709,2269.677617060483,214.79667563160663,56.26508803384932,9173.30994372125,2269.7101775212564,214.7966740869997,56.265101578644895,1.9812556037610447,2.5113154553717534,0.556451060161245,2.4014358363965878,4.3556629885035685,14.760509457737749,0.02210493650363468,P217+57,12663
P214+55_47,85,14,10,0.8506805088442329,0.00035836437738131816,109,3813,217.25939809849876,54.60013389289243,108.29074291748968,3816.9879517128857,217.26003829882282,54.60178036680989,108.28395708671852,3817.2082732254403,217.26005037691056,54.6018719449617,2.3613688471209495,6.697666113178481,-0.27973822338488746,3.862674959902453,15.256134023582444,0.8716007276773458,0.2202846698151944,P214+55,47
P218+55_8798,36,6,8,0.6447899745811142,0.0008561160703728027,6533,3823,217.25917894263983,54.59937525222507,6534.8639432434975,3821.214317783003,217.25786248532185,54.598616698452986,6534.921205495492,3821.2060532773353,217.25782141421692,54.598612805604525,1.9601194833969329,1.6263149561304917,0.384682456471655,2.303247918027243,0.0,0.6592230469362467,0.05805079372856064,P218+55,8798
P214+55_200,28,8,10,0.2913561762378019,0.0003821557239129333,336,5338,217.14441196231618,55.239153255235365,338.4237491378218,5335.704557605205,217.1425675927629,55.23824212711484,338.88788933370705,5335.176954425968,217.1422115750764,55.23803100036415,1.308951118729898,2.022042665238285,1.261664854489548,0.0,2.5830845948353183,0.2762769743846321,0.2895937486976157,P214+55,200
P218+55_8931,22,5,6,0.27780187373940474,0.0004686580564928489,6661,5362,217.144473990364,55.23945707495271,6661.112190602293,5361.856187058223,217.14439416874689,55.239396207740434,6661.013617549078,5361.737105681071,217.14446798604007,55.2393474413293,1.675446901551514,1.5210762645506135,0.0626954049769396,0.0,0.0,0.28508723094234856,0.09694481458025844,P218+55,8931
P214+55_1266,20,4,6,0.2467526379061953,0.00043264631730231264,1546,2281,216.19263716877208,53.98494404533311,1546.5599108773106,2279.532202438104,216.192209283603,53.98433974104064,1546.6048105223224,2279.566983325032,216.19217821393462,53.98435479665945,1.8536325517558256,1.3858510979549827,-0.08207246608070715,1.7472757675235981,0.0,0.25085796890511525,0.07514076698229047,P214+55,1266
P218+55_10446,146,16,11,4.2058098198736165,0.0018372370288233211,8064,2390,216.19318996597463,53.985561089031584,8060.096355950601,2391.9823941499717,216.19590820042308,53.98644212745463,8060.21786373893,2392.39159529186,216.1958123691399,53.98661083239129,2.5771583215342626,3.900272978154184,-0.34381196458044955,4.563951647971521,8.267645148390875,4.21984634730714,0.08271179191314293,P218+55,10446
P214+55_2776,43,7,8,0.7523212442697972,0.0009218624657317164,2914,4089,215.24462003870082,54.751582265042465,2914.4582116689894,4088.125245487562,215.24427864848136,54.75122104521577,2914.4807015318092,4088.115674890295,215.2442622967757,54.751217215628074,2.021122667501494,1.6614452681152825,-0.3671765965559513,2.579088911058715,0.0,0.7678704665152861,0.04839909949942889,P214+55,2776
P218+55_11208,16,4,6,0.18943687184267666,0.0004002696618816772,9314,4279,215.2447283693149,54.750783521867675,9315.453794880868,4278.43022538351,215.2436989334426,54.750517529304865,9315.389816504814,4278.34465575686,215.24374803148478,54.750483185347655,1.7318745829004991,1.156617684602021,0.6425689324965643,0.7950769747288886,0.0,0.1960088569287936,0.1232267867183723,P218+55,11208
P214+55_7443,19,6,5,0.1892665828873835,0.0002917225442518013,5661,7145,213.234813558004,56.0279329217439,5662.088092202924,7145.692040960417,213.2339960184076,56.02821590857581,5662.1668673576205,7145.898139578451,213.2339354272673,56.028301401388475,1.0915497584083045,5.0,-0.02127913030852037,0.0,11.073817594307261,0.1914419079979874,0.18626299098963392,P214+55,7443
P213+57_5696,32,7,6,0.4547474336749893,0.0005858557939048676,4618,1454,213.23467170824554,56.02832887298043,4617.209006318417,1453.9926051624668,213.2352615109693,56.02832488887589,4617.246222576386,1453.9852322535253,213.23523374522603,56.028321858397476,1.5247362051713964,2.1389525288102567,0.00812328551925462,0.0,3.061019552144656,0.4661973703715626,0.07400243128144524,P213+57,5696
P214+55_9928,42,6,12,0.5755560221641592,0.0006717053365611018,7789,7403,211.64189563941608,56.11479358941856,7793.471040227738,7397.231740142859,211.6387070178999,56.1123265115084,7793.0,7397.086907641136,211.63906271837345,56.11227299924504,2.822935038323372,1.6344395423522178,-0.03624354239981629,5.30936056573653,0.0,0.5700099474619829,0.25270632107779833,P214+55,9928
P213+57_9505,48,7,8,0.8907775116609981,0.0010243059832217656,6749,1682,211.64233789305908,56.11538135450768,6749.342538034404,1681.9359357144924,211.64208290291327,56.115351704770745,6749.30986441513,1681.9458305630874,211.6421071679382,56.115356109733476,1.8413703925314264,2.0674360962584624,0.7900091564005062,1.6738362364455288,2.77519506642056,0.9001721344619316,0.03172048203947192,P213+57,9505
P214+55_8795,36,7,7,0.5713353925785905,0.0007024824192515075,6618,5072,212.5549793755001,55.157553348681745,6619.2665469239055,5071.6445218221525,212.5540614082764,55.157393862284785,6619.3249542403355,5071.545242613918,212.55402038610688,55.15735197928579,1.9130538735007137,1.794818885741854,-0.6575595194674106,2.072221625083014,1.3649524028457252,0.5879711163619539,0.06709249495341829,P214+55,8795
P209+55_152,25,7,6,0.3026859159157022,0.00040408707957104953,291,5046,212.55509916187532,55.15683976211915,290.76214752805265,5046.161606164016,212.5552776006013,55.15690279691007,290.93159265022115,5046.022230168678,212.55514972281918,55.15684779688882,1.1293078309664144,3.1202215035340464,-2.5386646754667326,0.0,6.1633302712373625,0.3109868963952027,0.11822588949850253,P209+55,152
P214+55_10447,89,20,12,1.2777045135391738,0.0007118518230551362,8435,4179,211.2566599364433,54.76225228356277,8438.524921693797,4178.3164875266275,211.2541351974921,54.76190871408496,8441.462951097194,4174.095758596699,211.25213664946904,54.76010226949895,1.7270913107357309,12.0,-2.57419949274813,0.7351200330408683,27.97330069914984,1.3049927123153724,0.25612235973123776,P214+55,10447
