label,total_pixels,x_pixels,y_pixels,integrated_intensity,brightest_pixel,brightest_pixel_x,brightest_pixel_y,brightest_pixel_RA,brightest_pixel_DEC,center_of_mass_x,center_of_mass_y,center_of_mass_RA,center_of_mass_DEC,center_of_gaus_fit_x,center_of_gaus_fit_y,center_of_gaus_fit_RA,center_of_gaus_fit_DEC,fit_x_axis,fit_y_axis,fit_theta,deconv_x,deconv_y,integrated_intensity_fit,ratio_residual,mosaic,comp
P226+42_1003,17,4,5,0.2285534517760816,0.00048684989645903496,1673,6275,228.29151997027515,43.32476702340244,1674.0811534353754,6274.552832795683,228.2908962673327,43.32458841650095,1674.1125720251887,6274.556482654171,228.2908783080918,43.32459016109769,1.8383737990671605,1.17968589223876,0.24950514291562795,1.6554705532741596,0.0,0.2319486386143687,0.06437029058459531,P226+42,1003
P230+42_7302,16,4,6,0.21849087367822626,0.0004555311417266801,8255,3465,228.12276711033297,42.1251178555034,8256.442207488679,3464.5706675815827,228.1219631273304,42.12492325386197,8256.459607479841,3464.5677733979323,228.1219533939711,42.124921858035066,1.6996262489204568,1.0631063476041374,0.1826793449977637,0.1360773109676903,0.0,0.22560803040859026,0.1401031889153637,P230+42,7302
P226+42_1217,199,17,17,27.27134213630896,0.02533607157173236,1924,3393,228.12267775050046,42.12574120235918,1924.614877601057,3392.3127680739394,228.1223265128526,42.125458755526935,1924.572612986376,3392.2977049894753,228.12235013017155,42.12545221368718,2.0295796779875115,1.9456614972242663,-0.5068428168961907,2.61565667174512,2.2342373001003875,26.19164983469945,0.04796424332528939,P226+42,1217
P230+42_5130,20,5,6,0.2763330910037993,0.000555693295474596,5542,6797,229.63129313610656,43.53296197847978,5542.025225714224,6796.986948150507,229.63127870269835,43.53295645068128,5541.862446189197,6796.991612237709,229.63137223435916,43.532958967477185,1.8378862644076053,1.1688693933986207,-0.0016614820220455864,1.6524660686207118,0.0,0.2853531307051609,0.10182601920776296,P230+42,5130
P229+45_4366,22,5,5,0.25373148113659605,0.00040025021155555416,4296,1521,229.63185344990657,43.532661617216014,4296.141611512336,1521.2386750557919,229.63177275761748,43.53276140351282,4296.339600529699,1521.3122001718868,229.6316591819768,43.53279247802284,2.19401136723346,1.6461642453569236,-0.2970811812848543,3.2699758965607697,0.0,0.2557926948428616,0.06694516803578437,P229+45,4366
P230+42_5958,31,5,8,0.4696838565603434,0.0006134604421659054,6420,7611,229.11976126804316,43.86798789095395,6421.101407934008,7610.131790452319,229.11913216019752,43.86761942241351,6421.046310883013,7610.117835376567,229.11916412374316,43.86761393945656,2.3807235430827203,1.4769970101000125,0.3838619587216097,3.928002542190575,0.0,0.4792360224878207,0.07354921179363721,P230+42,5958
P229+45_5673,31,6,7,0.4801783898239729,0.0006878365046843921,5187,2323,229.11926222262676,43.867673837795756,5188.250690686938,2322.3691469892897,229.11853979260357,43.86741034561711,5188.316464474221,2322.3001968817302,229.1185018230909,43.867381579908,2.0073781511195268,1.4452353404929486,-0.2611840810636441,2.5188617012560397,0.0,0.4929084690221406,0.07106785097686971,P229+45,5673
P227+55_8272,71,34,6,0.9700214343032408,0.0004771818148707451,6393,5352,226.61273751771265,55.15361942026357,6391.542858474852,5364.516297034195,226.613670317884,55.15884265168428,6391.779811212982,5354.0,226.61360653950302,55.15445989031549,6.823703453520988,5.687270841400622,-0.094003839673231,15.562766548734574,12.781198676669707,1.3983522273362106,0.5795136677813109,P227+55,8272
P223+55_117,49,8,9,0.5971370386342544,0.0004151602960488528,248,5571,226.61224231950274,55.1539117993519,250.37049819437252,5568.042403598846,226.61040603445343,55.152730751586105,250.6426752259743,5567.37440301625,226.61018312711064,55.15245847778101,2.4394889724055018,3.52361125402425,-0.7697392596163369,4.1230984995222295,7.269664038723312,0.5930876829723677,0.20994326404353492,P223+55,117
P227+55_8693,394,10,78,7.799546627174523,0.0010079998714437519,6600,6441,226.4485970741919,55.60599936005893,6639.612801361888,6390.838652617556,226.42001210122382,55.58482412833115,6606.0,6390.838652617556,226.44479041021094,55.58505920079545,10.0,78.0,0.0,23.205985099709864,183.63240338299138,8.788016711912181,0.7684972884268936,P227+55,8693
P223+55_342,33,6,9,0.5051012440595456,0.0006095304634273509,524,6642,226.44876652229271,55.60528725391928,525.3568697074746,6639.355348757014,226.44767195924098,55.60421367857718,525.5100147804006,6639.406963442955,226.44756091087524,55.60423822410055,2.474831379531691,1.3466338005977994,0.2273358832139239,4.238283772995685,0.0,0.5237245261554827,0.12111600512813432,P223+55,342
P227+55_9481,66,9,9,2.115574328663972,0.002326412904216672,7063,4865,226.1317096256237,54.9458072833347,7063.103001734665,4864.907151487516,226.13163632966805,54.945767700120385,7063.078492796495,4864.904115717022,226.1316541542005,54.945766650815436,1.9093193368952628,1.9789057700735169,-0.7605943671833123,2.053033415485889,2.3906677318963188,2.1349729083562194,0.026667944999632792,P227+55,9481
P223+55_674,33,6,11,0.4409200434885068,0.0005221247384969731,885,5042,226.1311194831202,54.94618887575253,887.8531835483395,5037.40495539058,226.1289058610696,54.9443277486234,888.0,5037.539699308235,226.12880365090027,54.94438649666053,2.821693028660941,1.2415754381283068,0.3990123928299702,5.305698270536508,0.0,0.4404234134612789,0.22914895317343956,P223+55,674
P227+55_10186,77,10,10,3.4286018804623635,0.0035770916760622506,7583,2647,225.79591987966515,54.016750884591005,7583.764024838122,2646.341738798149,225.7953900901481,54.01646841434359,7583.738890435042,2646.3875260867285,225.79540708103642,54.01648776022832,1.9379682879995281,1.9160870502026817,0.7296127337893275,2.1968477074928314,2.0877036932575535,3.4520874179201195,0.02416657421658785,P227+55,10186
P223+55_1136,74,10,11,2.2737333017606582,0.0023209847474255623,1260,2794,225.79645102624104,54.016676883050636,1261.6947992633875,2792.46833963593,225.79520807435318,54.016066390966785,1261.7881816522604,2792.418336815062,225.79514052143043,54.01604707382871,2.051402758402044,1.8939286373394808,-0.2006678269179298,2.7084148783509945,1.9723998583829687,2.279221049512852,0.05010354887179495,P223+55,1136
P227+55_10225,42,9,8,0.5346309054441347,0.00044586527801516356,7623,2961,225.76175287017296,54.14712220444499,7625.903917245883,2961.291726006114,225.75968197760966,54.147211795105676,7624.917610104097,2958.0,225.76044465462712,54.14585140488014,1.7847704956028376,7.739932642852987,-0.34256655420607623,1.2898216779883065,17.78180222599941,0.5490074567266277,0.21727242354242388,P227+55,10225
P223+55_1139,1766,91,70,147.64961731406842,0.04061287616790644,1321,3104,225.76150989007456,54.14674291421276,1299.0487606975098,3118.3020023389595,225.7775068796458,54.152347991906574,1289.9527132256478,3134.043431129402,225.78440317950103,54.15875700101165,2.620384182018289,3.308814487514814,0.24695823341311346,4.698455058999019,6.6865542192163705,74.12155985025738,0.5531283183200753,P223+55,1139
P227+55_10200,30,7,6,0.41027404637260706,0.0005110962039098419,7596,5883,225.7252296141383,55.36452761105391,7594.471498977529,5883.344906946259,225.7263431415284,55.364688397872456,7594.562058128508,5883.693219261004,225.7262698707119,55.36483246357295,1.5106286247016574,2.6545333607684625,-0.4735125953460859,0.0,4.803577364960826,0.42012925851053934,0.1198586192675787,P227+55,10200
P223+55_1385,21,6,6,0.2486729263241975,0.00039244690033359713,1481,6024,225.72577267623558,55.36509949755577,1481.1918797835638,6024.792958666697,225.72565405994237,55.36543268080304,1481.036539776804,6024.7049748380405,225.72576546071082,55.36539360730155,2.5558155668229112,1.131394730329537,0.7404411813430567,4.496906765769801,0.0,0.2565454124493244,0.14034596715763378,P223+55,1385
P227+55_10997,53,7,9,1.2331059716877393,0.0012563336135420044,8054,4308,225.4255652864541,54.703007435520256,8054.75920037797,4306.822565510588,225.42504433338226,54.702507202374036,8054.6809516304575,4306.79231683171,225.42510142229594,54.702495621575785,2.16495343880167,1.985968858092351,0.2418369570587581,3.1607556685166367,2.4229281431392327,1.2485379423706522,0.034858665590216976,P227+55,10997
P223+55_1887,45,6,11,0.8854804726499176,0.0007348197835584293,1836,4422,225.42633040840443,54.70327324107338,1838.8959531710104,4420.365181366192,225.4242034856585,54.702632721796654,1838.9898120027408,4420.286488546123,225.4241339361354,54.70260125594409,4.914287391021566,1.3371742914198228,0.2407743370952188,10.858971329602694,0.0,0.8977829028335327,0.1587180017962891,P223+55,1887
P227+55_11476,16,4,5,0.21324676530873268,0.00043300038664772735,8449,6083,225.09484162333817,55.436660284692536,8448.779035222147,6082.486228488722,225.09501747507855,55.436449652768886,8448.581397463138,6082.425624160428,225.09516418719707,55.436427373777505,1.9641404570004144,1.1830664529808528,0.3847759313731904,2.3221649905621646,0.0,0.216934370992796,0.08944109609969163,P227+55,11476
P223+55_2539,27,6,10,0.30843042109250485,0.000337991048294857,2345,6168,225.09547938981282,55.4370124398033,2347.2365135993564,6164.675287856657,225.09376678902814,55.435654382114144,2348.0,6165.079647856424,225.09321472993173,55.43583191298006,4.9172560424290035,1.0384394344264585,0.3997323620453791,10.86642085712311,0.0,0.3189349733294041,0.20020286098358345,P223+55,2539
P227+55_11515,32,6,7,0.6753981812644437,0.0009896745128199348,8499,8503,224.99092024078885,56.44368689191267,8500.19691039505,8502.305668922274,224.9900382759239,56.443379044824816,8500.20773344521,8502.301439488929,224.990030242045,56.443377114516885,1.706722217082192,1.6463103325886723,0.1032112510204842,0.39057829610312,0.0,0.6919674172077864,0.0577279644795216,P227+55,11515
P223+55_2913,18,4,5,0.2630978135697888,0.0005184407643212375,2554,8577,224.99063666272158,56.442947318253076,2553.929376470884,8576.61304153259,224.99068182098014,56.442785295023114,2553.9149400924384,8576.832004655033,224.99069726479595,56.44287636088325,1.417168676987468,2.224954142743658,-0.8648961738180775,0.0,3.3839270858372217,0.26503471452650884,0.05494157081029647,P223+55,2913
P227+55_349,46,7,9,1.2178776399445614,0.0015012495318735804,702,5818,230.77696865190399,55.31090896263051,703.3442883633288,5817.268419800638,230.77596062827598,55.3106298447147,703.3865196088661,5817.319886146192,230.77593144066947,55.31065206488346,1.8902592215629828,1.7128683062744363,0.2990258625553451,1.9527831947737464,0.5187436752376204,1.2448203955278658,0.04175605315192872,P227+55,349
P232+55_7933,19,3,7,0.24205432848148656,0.0003933988708780468,6879,5676,230.77638093611088,55.310880970452565,6881.001569453098,5673.9807762208275,230.77494439476467,55.31002364193704,6880.969476998432,5673.932981674353,230.774968566932,55.310003989911785,3.0,1.2304367246291554,0.1919169476626857,5.822937145489041,0.0,0.2419123312053633,0.07545531723911772,P232+55,7933
P227+55_1180,17,4,5,0.2088133435633815,0.00039744084137984876,1524,7793,230.2300707482736,56.147382345537615,1524.650175222289,7792.48560994436,230.22956998300972,56.14717829530356,1524.4681844329666,7792.396610777415,230.22970352354233,56.14713838596987,1.6319636950455334,1.8392669927550205,-6.828679718743673,0.0,1.6609629147464502,0.21130380197735146,0.07714089442627985,P227+55,1180
P232+55_8761,142,17,16,1.7750186911627128,0.0004779194739738039,7569,7701,230.23076470372018,56.147792806921856,7563.038263688193,7707.506734705318,230.23508955193932,56.150570790570676,7562.963038794214,7707.458721151418,230.23514679755118,56.15055163757603,3.4173516287001755,8.467452215485231,-2.630562136788639,6.982707372029859,19.533989085790093,1.7515063172435912,0.3276205511752709,P232+55,8761
P227+55_1509,151,8,34,2.0753771759266835,0.0008502929095460192,1832,8137,230.00873171311943,56.295267033783674,1845.853633715003,8120.158799871769,229.99789348882229,56.288450283684256,1838.0,8117.0,230.0037050311758,56.28702248309871,6.08484031788923,7.497599692335508,-0.21645784443811755,13.759060902773745,17.196412742824382,3.1187694747867067,0.4045998345584656,P227+55,1509
P232+55_9236,33,7,7,0.5527907880158001,0.0007652982210580762,7854,8065,230.009276313136,56.296016082712704,7853.41104992181,8065.3991159925135,230.00970921608447,56.296189781621905,7853.390642824184,8065.510734473572,230.0097219572905,56.29623653636039,1.9510308576113984,1.5158100064447135,-0.22884367183117196,2.2600523555829795,0.0,0.5638411678652078,0.09310737855476056,P232+55,9236
P227+55_2865,90,11,11,3.866905659765668,0.003688883299549713,2934,7132,229.1642644652493,55.889613309521906,2933.997886710096,7132.267987218154,229.1642705193677,55.889724935962455,2933.8410035923066,7132.3223219807,229.16438797780688,55.88974611541341,2.111705616496849,1.9489210137364223,-0.20143871887215944,2.9542534022750035,2.2499354044626467,3.864472024123587,0.04334325429832416,P227+55,2865
P232+55_10582,66,9,9,2.1470510724694223,0.002179525242290107,9020,7132,229.1643215595214,55.88978908395831,9019.881697976074,7132.154271132888,229.16440450704368,55.889855402155334,9019.86557716016,7132.093194854042,229.16441842277263,55.88983025888835,2.11459306163039,1.935029274363336,-0.7288797060431382,2.965684087192272,2.182434476648869,2.1682235196261916,0.0377050902296114,P232+55,10582
P227+55_3614,52,6,15,0.7304616172764664,0.0006088419333601342,3525,8409,228.7407795198378,56.42644819029224,3528.3994534462404,8407.135180220928,228.73819522277125,56.42569402058839,3526.7912312191247,8407.117779594328,228.7394066211189,56.42567591022807,4.95748020387023,1.4876651017283258,-0.012828569055514622,10.967299725876194,0.0,0.7323224071076887,0.2515021923681372,P227+55,3614
P227+58_4230,22,6,6,0.2279553036155333,0.00032259999673843893,3222,2225,228.74153390845584,56.4269395512683,3220.926387029219,2226.089706418671,228.7423575390377,56.427385456260545,3220.5169467108362,2226.1892027768,228.7426673623372,56.42742380464199,2.837457083696369,1.360958846350685,-0.6675317605522787,5.352114144518987,0.0,0.23529365942502398,0.14937253188649002,P227+58,4230
P227+55_4529,207,24,12,6.2209828198170145,0.0018540094253182227,4156,7654,228.25994575534173,56.115177811676986,4151.245285323241,7659.939856041687,228.2635414088759,56.11763450929657,4151.185249516472,7659.940836636762,228.26358628544014,56.117634682654284,2.3595751863347294,6.725519082849021,0.1261494723007605,3.8565920897240966,15.323930035213909,6.328350380139632,0.09711292477499216,P227+55,4529
P227+58_5106,21,5,5,0.3243527758505016,0.0005944573647802013,3853,1467,228.25984056536774,56.11491654618766,3853.031372589375,1467.0966030107047,228.2598179098396,56.11495695265396,3853.0510445155433,1467.1901626407798,228.2598039735317,56.114996036525774,1.6231790665568373,1.5253176943435418,-0.6945296434589415,0.0,0.0,0.3295122441025148,0.06605361668095923,P227+58,5106
P227+55_4606,31,8,5,0.3609858389915761,0.00039745315451831804,4193,7092,228.2285106874734,55.881127724674634,4193.625730578715,7094.859974861773,228.22806497856826,55.88232178726503,4193.469567226238,7095.010430215843,228.2281819887204,55.882383902548106,1.5459970266248395,5.0,-0.3194126325597935,0.0,11.073817594307261,0.3644267711818015,0.13297473757779069,P227+55,4606
P227+58_5162,21,4,6,0.2450690658334281,0.00039485910884830337,3890,905,228.22779554812402,55.880847110483295,3890.5761971818324,903.5830783796961,228.22735655318948,55.88025906941087,3890.619762116411,903.6642661118576,228.22732482292423,55.88029310297844,2.1010923040924703,1.5274316152786969,0.2614101452448741,2.9119887757905514,0.0,0.24774001957731154,0.06352759950726816,P227+58,5162
P227+55_5536,18,8,5,0.2001983699098917,0.0002966271070862326,4753,9794,227.81872934266082,57.00870408069507,4755.010631931024,9794.899430724232,227.81719291660096,57.00908160776265,4754.731641478038,9794.333594968211,227.81740506417802,57.00884535091449,0.8122318006372277,5.0,-0.3906283453111919,0.0,11.073817594307261,0.19652926834430784,0.2670460610581499,P227+55,5536
P227+58_5834,66,10,10,1.648728213790446,0.0015753291280115325,4452,3608,227.81950676444228,57.00907951020607,4451.686929439223,3607.4828209271027,227.81974450707318,57.008863407858314,4451.700958284856,3607.6031062449183,227.81973419615971,57.008913555389825,1.9606179014202023,2.1491667579213067,-0.7251372986897693,2.305599091365377,3.100438443801896,1.6895764651411584,0.05165294437915691,P227+58,5834
P227+55_5812,18,5,6,0.2020838706642264,0.00030089466318536384,4905,9787,227.70240951916176,57.00592575470526,4906.7868592442655,9785.422932982707,227.70104061654544,57.00526927068446,4906.244173011513,9786.109988452625,227.70145658285423,57.005555406613894,5.0,1.0971094317300876,2.324459506497472,11.073817594307261,0.0,0.2056113936900508,0.1636923661637459,P227+55,5812
P227+58_6007,153,14,16,11.919173493086154,0.0077485451926863624,4606,3599,227.701643230205,57.00557087319645,4606.57810376654,3598.476984795141,227.7011997473698,57.00535363861458,4606.484278123236,3598.5491419839927,227.70127169584174,57.00538359228546,2.935789157707318,2.0405771119534992,-0.6776070526132132,5.638536765829996,2.662680804681239,12.028157148514211,0.04136555350786116,P227+58,6007
P227+55_6989,17,6,4,0.2013678466058182,0.0003815328297982704,5694,9764,227.0988398017952,56.99537051414694,5693.627711361444,9764.919110150433,227.09911935597555,56.995754818687715,5693.429455822747,9764.550144775872,227.0992731029848,56.99560159524392,3.081059232748165,1.2589369257397818,0.8211894462325023,6.053095002846424,0.0,0.20634073136465544,0.11247804270764283,P227+55,6989
P227+58_7054,32,7,6,0.5416857888423553,0.0007192776118736449,5394,3577,227.098809026628,56.99589714620871,5393.49684939261,3577.1874696862897,227.0991930550227,56.99597651402445,5393.526932604837,3577.1895524890224,227.09917003364552,56.995977306973884,1.6470129325973564,1.9693141651515944,4.116716264004215,0.0,2.346337067300986,0.5558115409891697,0.067040194859306,P227+58,7054
P227+55_8552,41,7,11,0.5551948636920061,0.0005390709551400802,6520,8060,226.48829979297332,56.28112559499214,6520.1288338402,8060.388733080105,226.48819836227986,56.28128672680464,6517.888575938855,8061.029535180719,226.48987197472744,56.28156867154896,7.0,1.5062814762185102,-0.4979350765129301,15.991050458912904,0.0,0.5333098066684889,0.2727132530281988,P227+55,8552
P227+58_8221,78,9,11,2.8458959295623467,0.0029421962639479657,6217,1872,226.4886284096539,56.281828842944506,6217.919154780554,1870.7647175189945,226.4879522251482,56.281308341064175,6217.799749079077,1870.7814754045646,226.48804165892327,56.28131606965594,2.1537725285059683,1.8099548006157258,0.06242709166200373,3.1181107770294134,1.4716142583686211,2.8528825666391033,0.03737501110604513,P227+58,8221
P227+55_9136,57,8,9,1.4734614152764562,0.001434574656627753,6844,9305,226.22635915480203,56.79756392420887,6844.672321180545,9304.300458810758,226.22585837575764,56.79726683627668,6844.628579740338,9304.19642494896,226.22589325084743,56.797223836588,2.430940261470122,1.7800450715635685,0.3410413578578376,4.0950046189833635,1.253088175869814,1.4971944845645748,0.04800256887584159,P227+55,9136
P222+58_288,79,10,10,2.6531961984073766,0.0027769233877852195,437,3517,226.22654179553498,56.79825576935581,436.5416560954292,3517.58737245926,226.2269134116155,56.7984902334381,436.4368295768952,3517.588817691039,226.22699316993874,56.79848855620058,2.0381626654220164,1.7788313914495033,0.4490057168808083,2.652406590175618,1.2434944644496229,2.6368469885712225,0.04240994177306144,P222+58,288
P227+55_2130,19,3,10,0.2056660214995397,0.00029974243518591566,2292,3096,229.55745317189815,54.20169530873672,2295.0193280646376,3095.3316145747913,229.55528967969278,54.20145198718193,2293.0,3095.969205104256,229.55674037052887,54.20169410852402,3.0,1.3082859593077056,-0.16727813242382658,5.822937145489041,0.0,0.18299437491826245,0.3600920182219321,P227+55,2130
P227+53_1881,203,16,19,5.4899724840107975,0.0013976103967357153,2447,9157,229.5573531689195,54.20197852562354,2448.8617874745787,9156.694918451016,229.55602139475644,54.201871514558725,2448.612908159432,9156.650296876816,229.55619781053383,54.20185023211248,4.82802313263883,3.4068045979319037,-0.6398612514816784,10.642228058981903,6.95407005963108,5.637008937771633,0.1089297079808222,P227+53,1881
P227+55_2317,80,9,17,1.0573020364247117,0.0005141389114181931,2439,1095,229.4164091311754,53.36968800186353,2442.4286792622993,1092.9754571771111,229.41397929163884,53.36888134604328,2442.3239368653813,1092.9683722083703,229.41405229964388,53.368877264782846,5.225055871161612,2.1068022254574448,0.19065650796491712,11.635722906615367,2.934776176332748,1.079685737463266,0.2771258508461324,P227+55,2317
P227+53_2109,28,6,6,0.4586271918347945,0.0006826706523680407,2596,7155,229.41644734937086,53.36941293880553,2597.1673679911805,7154.958733180822,229.41563153320214,53.36940740982712,2597.176006216889,7154.621589943413,229.4156197938776,53.36926704496182,1.5931824758057191,2.0460125092646773,0.3962581668500717,0.0,2.6857103101586675,0.4660762346274059,0.07717952512240936,P227+53,2109
P227+55_3950,30,12,10,0.36397691759319295,0.0003699790902720165,3774,3336,228.50388524908573,54.314269124022175,3776.40532309509,3333.6562736801234,228.5021459785034,54.31330543377504,3778.147220593872,3331.85169928732,228.50088550488758,54.312562826818855,7.71112655800261,0.8177579156837615,-7.091680725116162,17.712267436729704,0.0,0.3793347455672529,0.19813649634175592,P227+55,3950
P227+53_3845,127,15,18,2.687887986739549,0.0018662315751476351,3929,9400,228.50360140983622,54.314772452040785,3930.69328011024,9395.604120707607,228.50235555672032,54.31294804971629,3931.9033368969676,9397.110625390678,228.50150375275126,54.31358173533175,2.2550854693669464,2.189075911346828,1.3242054077986656,3.4927787586929075,3.2515820956851003,2.1740653500215137,0.2634582080780763,P227+53,3845
P227+55_6550,117,6,33,1.6822589313517924,0.0004902971495684963,5412,1134,227.33974275639648,53.399630207401906,5427.059441543678,1131.5475029457375,227.329225375244,53.398583555625756,5417.0,1131.5475029457375,227.3362550722171,53.39859994196039,6.0,33.0,0.0,13.550881447391687,77.60604510628178,1.5517137099139011,0.5454979971148549,P227+55,6550
P227+53_6396,17,5,5,0.2302211019469676,0.00043912748216729777,5569,7198,227.33977650267656,53.3992263586515,5569.760403965648,7197.514254847938,227.33924675787327,53.39902242691111,5569.664461671245,7197.271837276597,227.33931462509491,53.39892160016982,1.3739126371348969,1.7136912895027856,-0.36081360659316597,0.0,0.5336032299111619,0.2376799225184473,0.1301950103051222,P227+53,6396
P227+55_8002,205,20,28,4.198931778194304,0.001545703292198612,6286,2062,226.72092436447232,53.783410272454475,6287.433734405735,2063.650536658194,226.71989879074025,53.78409053522313,6282.452762340036,2065.213960663716,226.72339764655982,53.784768317209604,4.81874697126876,2.123165082856997,-0.8345984010960318,10.618889201650234,2.999452794760745,2.8826877174824626,0.4866385495548631,P227+55,8002
P227+53_7532,47,8,8,1.1940396657097598,0.0014101688511171716,6442,8126,226.7209478342057,53.78265088673911,6441.509840474515,8125.756208758184,226.7212958139016,53.78255201841935,6441.482917668101,8125.878231478195,226.721313631073,53.7826030188133,1.9812716072118208,1.71373919375182,-0.10688342530375143,2.401509050330148,0.5344556681769989,1.2187079300842671,0.05308603909420406,P227+53,7532
P227+55_450,17,5,5,0.2562162354897143,0.0005669570088312207,868,3077,230.5706955422176,54.17292211971857,867.9824951592343,3076.639438026325,230.5706972283579,54.17277169338664,867.9727737371472,3076.5778287327694,230.57070230525622,54.172745871097725,1.3824492814974452,1.3120514764613591,0.08245121024233737,0.0,0.0,0.2652662247605128,0.1004461298844986,P227+55,450
P231+53_7920,73,9,11,1.8512784236838868,0.0013096165661625454,6845,8856,230.5705924148513,54.17270649394431,6846.523925858636,8853.964981733237,230.56953584974255,54.1718463168933,6846.6090786954765,8853.949681393111,230.569475452932,54.17183926591012,3.176071050967065,1.8043871376176703,0.4779545913844844,6.319539101238109,1.433199390050672,1.8974040417316904,0.04704666870158413,P231+53,7920
P227+55_9474,46,7,11,0.6124819651661232,0.000473860867539706,7055,725,226.1973232557175,53.220940644780796,7057.1879993301345,722.8426510080533,226.19583034618026,53.22002309763243,7057.336716664777,722.8753142870528,226.19572641504558,53.220035461046315,2.7423229490991097,1.8835054753736984,0.10129211306318377,5.069673844379549,1.9162546795443745,0.6325945513350003,0.16632798447705882,P227+55,9474
P223+52_585,40,6,8,1.054464130899906,0.0013501957898135767,1174,6976,226.19695399596023,53.22100043608868,1174.3254439423688,6975.546721448417,226.1967153880138,53.220816887709134,1174.3342099825695,6975.615903449461,226.1967111511372,53.22084583441349,1.864148569358784,1.7874176464366731,0.4265454016660248,1.8082500548710216,1.3099907743512376,1.070188897889464,0.035401987257856,P223+52,585
P227+55_12213,113,11,14,6.509248876159456,0.005765128620330994,9150,2351,224.69387191425076,53.87140996682722,9151.154727624371,2350.355371997229,224.69307492690064,53.87112150267754,9151.030143597276,2350.4504124325795,224.69316017380646,53.87116323986906,2.26800231793678,1.9302521133947053,-0.023204648074733682,3.5388522328704464,2.1588488014558984,6.383884597232143,0.04772279893824129,P227+55,12213
P223+52_2762,20,4,7,0.2586911875812263,0.00042404676108603797,3361,8477,224.6932680753829,53.87173097559818,3363.55253195963,8474.207420205961,224.69142924801238,53.87058582220439,3363.8863794727104,8474.078998181067,224.69119172787282,53.87053473371239,2.4764302341675517,1.2048070225823089,0.0115644728091325,4.243459307275886,0.0,0.2646851729029473,0.12466011813603135,P223+52,2762
P227+55_12563,25,5,6,0.3989899112108568,0.0006038676133294928,9569,3287,224.36766345957267,54.253414605815706,9570.319254266868,3286.690786891365,224.36673315223572,54.25326042925787,9570.293673966313,3286.5233994504188,224.3667568654443,54.25319124613641,1.925579241180936,1.5809020701276444,-0.10664377427742301,2.135583341730188,0.0,0.4047500390121788,0.06310124020608887,P227+55,12563
P223+52_3272,36,8,8,0.4750657925108304,0.0004333502988264949,3834,9384,224.3674902969556,54.25274774155576,3836.117149091933,9382.349349150698,224.36596477770283,54.252071137864526,3836.4499770361067,9381.749285585043,224.3657217443961,54.251822810377085,1.5172330816615125,3.317585805484613,0.11385779163021445,0.0,6.7106114172764775,0.4694847470107346,0.2000343211812694,P223+52,3272
P31Hetdex19_2682,469,24,42,180.91319870436072,0.08747549258815254,3149,1431,194.2577451405827,46.4403405243892,3152.031056323357,1427.5505940133228,194.25589963855316,46.43891095245912,3151.7573005832155,1427.7031398283136,194.2560657247963,46.4389738108624,2.1633481870612465,3.3725829430895304,-0.6850171916467886,3.1546550409049643,6.860947377038642,176.4422722681253,0.08714111122326806,P31Hetdex19,2682
P8Hetdex28_413,37,7,7,0.972005542533624,0.0013656347669965215,1082,8122,194.25711618970348,46.44004813145743,1081.8607519722743,8121.959662357803,194.25719957735055,46.440029450939896,1081.8959537549645,8121.931066199074,194.25717772301186,46.44001801503065,1.5820866387491024,1.8465464532618532,-0.7123632319353607,0.0,1.7051624503018286,0.9972385135835136,0.05043625089659595,P8Hetdex28,413
P31Hetdex19_7777,73,15,14,1.9811888937458133,0.0012614263542505993,7285,3663,191.72191004446418,47.35315208823372,7283.138469070503,3667.253983992309,191.7229860796668,47.35494441788703,7284.947495531657,3669.955334578188,191.72182979058468,47.35604972435632,2.4185112432679694,10.022610779435123,-3.8359224894759034,4.053989793049413,23.26001279208003,2.0133503815200378,0.4676888815972791,P31Hetdex19,7777
P8Hetdex28_5359,74,9,10,4.034204299639557,0.004427990392878954,5276,10241,191.72157208085915,47.35237961306253,5276.4938293321065,10240.834826302813,191.72126827290043,47.35231093300721,5276.494438316444,10240.788813117597,191.7212678720947,47.35229174916231,1.8952369481470916,1.854201894129984,-0.1502451619989933,1.9793561829233028,1.7506223546377837,4.04525758445703,0.017018146047753573,P8Hetdex28,5359
P31Hetdex19_7747,17,6,5,0.1920544260615196,0.0003287047677951501,7240,3760,191.748034922118,47.39404622115892,7240.2495060771225,3761.135281332477,191.7478631962889,47.39451638946746,7240.277285199847,3760.9135952279694,191.74784964547072,47.3944237500539,1.45667725907098,1.7107067142592416,0.2254321416535873,0.0,0.4775548369890234,0.19689093177836905,0.24155229781619694,P31Hetdex19,7747
P27Hetdex09_123,20,4,6,0.2783471388113725,0.0005130293167733248,348,3769,191.7480660059241,47.39415501024046,349.245037081118,3768.558935063729,191.74729198808757,47.393986124741964,349.0874044135761,3768.5090298977116,191.7473881294151,47.39396346368349,2.226863955498924,1.230194839388864,0.4168766086688331,3.3908860776513388,0.0,0.28260871288597805,0.0687483032370665,P27Hetdex09,123
P31Hetdex19_688,18,6,5,0.22294264384150386,0.00036100785985997857,1375,3186,195.3516311102993,47.16177053669734,1375.728100711413,3185.987052246392,195.3511847779761,47.16177131210747,1375.9510422364817,3184.0,195.3510235374544,47.16094541869172,1.1630849988439889,4.5063797663061695,0.13130203699779575,0.0,9.828960340407072,0.22894356796680704,0.20936723352698497,P31Hetdex19,688
